TransactionID,Amount,CustomerID,TransactionComment,CustomerFeedback
47.0,72.74250983074938,1759.0,Customer exchanged clothing worth $72.74.,Refund took too long.
48.0,17.6405694778187,1994.0,Customer requested refund for clothing worth $17.64.,Will buy again!
49.0,30.793728080558463,1752.0,Customer purchased clothing worth $30.79.,Customer support was unhelpful.
50.0,61.35297940106928,1415.0,Customer requested refund for electronics worth $61.35.,Product arrived broken.
51.0,42.07616320785515,1044.0,Customer exchanged electronics worth $42.08.,Will buy again!
52.0,90.81333790562653,1374.0,Customer requested refund for groceries worth $90.81.,Customer support was unhelpful.
53.0,42.08401695356378,1345.0,Customer requested refund for furniture worth $42.08.,Will buy again!
54.0,87.77609114158098,1680.0,Customer purchased furniture worth $87.78.,Highly recommend!
55.0,62.13088122838467,1043.0,Customer exchanged cosmetics worth $62.13.,The product does not match the description.
56.0,83.1517552203441,1611.0,Customer returned electronics worth $83.15.,Will buy again!
57.0,49.723786313021925,1704.0,Customer returned groceries worth $49.72.,Highly recommend!
58.0,13.081741283544147,1405.0,Customer returned electronics worth $13.08.,The product does not match the description.
59.0,28.62756065487808,1161.0,Customer purchased groceries worth $28.63.,Product arrived broken.
60.0,82.91599923239106,1336.0,Customer purchased cosmetics worth $82.92.,Satisfied with the purchase.
61.0,76.11459127700137,1714.0,Customer returned groceries worth $76.11.,"Great service, fast delivery!"
62.0,66.56159118369223,1865.0,Customer exchanged groceries worth $66.56.,The product does not match the description.
63.0,50.51711429707575,1702.0,Customer requested refund for clothing worth $50.52.,Very disappointed with the product quality.
64.0,55.162744952494926,1483.0,Customer requested refund for furniture worth $55.16.,Will buy again!
65.0,78.33451388591148,1139.0,Customer requested refund for furniture worth $78.33.,Highly recommend!
66.0,51.4144879788989,1108.0,Customer returned groceries worth $51.41.,The product does not match the description.
67.0,81.34788954135908,1056.0,Customer purchased cosmetics worth $81.35.,Customer support was unhelpful.
68.0,95.23140544260824,1548.0,Customer returned groceries worth $95.23.,Will buy again!
69.0,87.15831942631942,1887.0,Customer purchased groceries worth $87.16.,Highly recommend!
70.0,78.69681169305915,1897.0,Customer returned cosmetics worth $78.70.,The product does not match the description.
71.0,23.80623682022744,1154.0,Customer requested refund for cosmetics worth $23.81.,Refund took too long.
72.0,57.31615922446038,1286.0,Customer purchased electronics worth $57.32.,Highly recommend!
73.0,67.92604330939866,1149.0,Customer requested refund for clothing worth $67.93.,Excellent experience.
74.0,16.26344880319616,1158.0,Customer exchanged cosmetics worth $16.26.,Satisfied with the purchase.
75.0,13.42002255353782,1606.0,Customer requested refund for cosmetics worth $13.42.,"Great service, fast delivery!"
76.0,42.76855554669151,1422.0,Customer exchanged electronics worth $42.77.,Product arrived broken.
77.0,41.21158341874049,1007.0,Customer requested refund for electronics worth $41.21.,Will buy again!
78.0,58.13859005804491,1985.0,Customer exchanged cosmetics worth $58.14.,"Great service, fast delivery!"
79.0,14.634664157422302,1776.0,Customer returned groceries worth $14.63.,The product does not match the description.
80.0,19.137591520992626,1159.0,Customer purchased cosmetics worth $19.14.,Product arrived broken.
81.0,29.83486576041774,1493.0,Customer purchased cosmetics worth $29.83.,Will buy again!
82.0,38.43137755298227,1322.0,Customer returned furniture worth $38.43.,Satisfied with the purchase.
83.0,18.110761868902294,1731.0,Customer requested refund for electronics worth $18.11.,Satisfied with the purchase.
84.0,22.97242859349798,1876.0,Customer purchased furniture worth $22.97.,Refund took too long.
85.0,22.45289288099517,1920.0,Customer requested refund for clothing worth $22.45.,Excellent experience.
86.0,70.51131966791718,1618.0,Customer requested refund for clothing worth $70.51.,Customer support was unhelpful.
87.0,78.55221406635722,1054.0,Customer purchased clothing worth $78.55.,Will buy again!
88.0,35.601241841950866,1886.0,Customer exchanged clothing worth $35.60.,Excellent experience.
89.0,26.00722367933592,1071.0,Customer purchased groceries worth $26.01.,Highly recommend!
90.0,85.36034193563887,1975.0,Customer returned groceries worth $85.36.,Satisfied with the purchase.
91.0,48.09673926087099,1726.0,Customer requested refund for electronics worth $48.10.,Customer support was unhelpful.
92.0,29.03410939854033,1435.0,Customer requested refund for cosmetics worth $29.03.,Very disappointed with the product quality.
93.0,98.14685940247114,1684.0,Customer purchased electronics worth $98.15.,Refund took too long.
94.0,79.77488953148558,1277.0,Customer returned cosmetics worth $79.77.,"Great service, fast delivery!"
95.0,50.39592040108388,1828.0,Customer purchased cosmetics worth $50.40.,Refund took too long.
96.0,98.5026858539832,1466.0,Customer returned cosmetics worth $98.50.,Highly recommend!
97.0,18.16684546592576,1922.0,Customer exchanged furniture worth $18.17.,"Great service, fast delivery!"
98.0,55.88720399193835,1183.0,Customer exchanged groceries worth $55.89.,"Great service, fast delivery!"
99.0,76.84342858021311,1866.0,Customer purchased furniture worth $76.84.,Excellent experience.
100.0,13.097222776355888,1514.0,Customer exchanged clothing worth $13.10.,Will buy again!
101.0,58.92390637798005,1023.0,Customer returned clothing worth $58.92.,Refund took too long.
102.0,61.65899469709107,1012.0,Customer returned electronics worth $61.66.,"Great service, fast delivery!"
103.0,12.458635265316776,1585.0,Customer returned groceries worth $12.46.,Satisfied with the purchase.
104.0,16.651042272403856,1914.0,Customer purchased clothing worth $16.65.,Very disappointed with the product quality.
105.0,64.1798875377491,1979.0,Customer requested refund for furniture worth $64.18.,Will buy again!
106.0,13.915099886609262,1995.0,Customer returned groceries worth $13.92.,Satisfied with the purchase.
107.0,58.084975288492096,1359.0,Customer purchased furniture worth $58.08.,"Great service, fast delivery!"
108.0,96.8105858612092,1609.0,Customer requested refund for cosmetics worth $96.81.,Refund took too long.
109.0,48.737959254294935,1796.0,Customer exchanged electronics worth $48.74.,Will buy again!
110.0,44.24378825471623,1685.0,Customer returned clothing worth $44.24.,The product does not match the description.
111.0,22.586047991269297,1961.0,Customer exchanged clothing worth $22.59.,The product does not match the description.
112.0,40.47944601842122,1740.0,Customer purchased groceries worth $40.48.,Will buy again!
113.0,74.4439571243902,1836.0,Customer requested refund for cosmetics worth $74.44.,Refund took too long.
114.0,77.57986716270221,1120.0,Customer exchanged electronics worth $77.58.,Excellent experience.
115.0,40.63979180497972,1841.0,Customer purchased electronics worth $40.64.,Excellent experience.
116.0,62.921911545133966,1930.0,Customer exchanged electronics worth $62.92.,Satisfied with the purchase.
117.0,43.7036374245612,1423.0,Customer returned furniture worth $43.70.,The product does not match the description.
118.0,56.60485656715164,1575.0,Customer requested refund for electronics worth $56.60.,Very disappointed with the product quality.
119.0,17.72987462635209,1780.0,Customer requested refund for electronics worth $17.73.,The product does not match the description.
120.0,68.83486745284134,1894.0,Customer returned electronics worth $68.83.,Very disappointed with the product quality.
121.0,32.34210737065556,1240.0,Customer requested refund for cosmetics worth $32.34.,Refund took too long.
122.0,87.56655197793899,1167.0,Customer requested refund for groceries worth $87.57.,Satisfied with the purchase.
123.0,70.83894725546456,1330.0,Customer exchanged furniture worth $70.84.,Highly recommend!
124.0,26.529790933426444,1171.0,Customer requested refund for furniture worth $26.53.,Will buy again!
125.0,88.20456750327392,1749.0,Customer returned groceries worth $88.20.,The product does not match the description.
126.0,55.20289159939914,1069.0,Customer requested refund for cosmetics worth $55.20.,The product does not match the description.
127.0,55.48555001123924,1569.0,Customer requested refund for cosmetics worth $55.49.,Satisfied with the purchase.
128.0,39.19964508295418,1537.0,Customer exchanged groceries worth $39.20.,Satisfied with the purchase.
129.0,49.87286889896349,1425.0,Customer exchanged furniture worth $49.87.,"Great service, fast delivery!"
130.0,12.473355037269908,1761.0,Customer returned clothing worth $12.47.,Very disappointed with the product quality.
131.0,75.99253650342669,1458.0,Customer purchased electronics worth $75.99.,Refund took too long.
132.0,65.03159710701489,1588.0,Customer returned clothing worth $65.03.,Excellent experience.
133.0,92.36972521780169,1418.0,Customer exchanged clothing worth $92.37.,Product arrived broken.
134.0,33.800957892074884,1299.0,Customer purchased furniture worth $33.80.,The product does not match the description.
135.0,14.56451519624522,1822.0,Customer purchased electronics worth $14.56.,Customer support was unhelpful.
136.0,70.85855068793218,1152.0,Customer requested refund for cosmetics worth $70.86.,Will buy again!
137.0,80.77316169978734,1667.0,Customer returned electronics worth $80.77.,Product arrived broken.
138.0,39.8254029895631,1669.0,Customer returned groceries worth $39.83.,Refund took too long.
139.0,12.184601872547413,1169.0,Customer exchanged electronics worth $12.18.,Refund took too long.
140.0,36.9412542954954,1574.0,Customer purchased furniture worth $36.94.,Excellent experience.
141.0,61.41387641863861,1019.0,Customer purchased electronics worth $61.41.,The product does not match the description.
142.0,74.95521382139967,1017.0,Customer exchanged groceries worth $74.96.,Will buy again!
143.0,86.47644806653052,1150.0,Customer requested refund for electronics worth $86.48.,Excellent experience.
144.0,44.586046124582026,1087.0,Customer exchanged electronics worth $44.59.,Customer support was unhelpful.
145.0,45.94470335816509,1129.0,Customer purchased clothing worth $45.94.,"Great service, fast delivery!"
146.0,86.17240478756997,1234.0,Customer exchanged electronics worth $86.17.,Excellent experience.
147.0,19.688496513147165,1112.0,Customer returned groceries worth $19.69.,"Great service, fast delivery!"
148.0,79.52197137501955,1066.0,Customer exchanged electronics worth $79.52.,Product arrived broken.
149.0,10.863844969173988,1598.0,Customer requested refund for electronics worth $10.86.,Customer support was unhelpful.
150.0,15.24013555293646,1117.0,Customer returned electronics worth $15.24.,Will buy again!
151.0,46.265651867845264,1311.0,Customer requested refund for cosmetics worth $46.27.,Refund took too long.
152.0,10.64214063364256,1998.0,Customer returned furniture worth $10.64.,Very disappointed with the product quality.
153.0,40.52631372440093,1123.0,Customer returned cosmetics worth $40.53.,Refund took too long.
154.0,55.74925986254664,1098.0,Customer requested refund for clothing worth $55.75.,The product does not match the description.
155.0,80.68702881549353,1836.0,Customer exchanged clothing worth $80.69.,Highly recommend!
156.0,58.78105340124304,1126.0,Customer returned clothing worth $58.78.,Product arrived broken.
157.0,93.21260497318085,1105.0,Customer purchased clothing worth $93.21.,Customer support was unhelpful.
158.0,48.93431687421971,1634.0,Customer purchased electronics worth $48.93.,Excellent experience.
159.0,75.84896970201633,1768.0,Customer requested refund for clothing worth $75.85.,Very disappointed with the product quality.
160.0,99.24329385724016,1271.0,Customer requested refund for furniture worth $99.24.,Excellent experience.
161.0,97.62385249068704,1935.0,Customer purchased groceries worth $97.62.,Customer support was unhelpful.
162.0,68.36222224178091,1666.0,Customer returned cosmetics worth $68.36.,Customer support was unhelpful.
163.0,52.7405583765616,1495.0,Customer returned furniture worth $52.74.,Refund took too long.
164.0,88.75728850172628,1982.0,Customer purchased furniture worth $88.76.,Excellent experience.
165.0,70.65807372432405,1127.0,Customer returned electronics worth $70.66.,Highly recommend!
166.0,16.560396381973245,1437.0,Customer exchanged furniture worth $16.56.,Very disappointed with the product quality.
167.0,36.87248196812679,1145.0,Customer purchased cosmetics worth $36.87.,Very disappointed with the product quality.
168.0,37.97774880715161,1477.0,Customer requested refund for groceries worth $37.98.,Product arrived broken.
169.0,37.40762141397819,1727.0,Customer purchased groceries worth $37.41.,The product does not match the description.
170.0,27.459895442013668,1365.0,Customer requested refund for furniture worth $27.46.,Highly recommend!
171.0,16.468824479692067,1239.0,Customer exchanged groceries worth $16.47.,"Great service, fast delivery!"
172.0,95.81318706963296,1422.0,Customer purchased electronics worth $95.81.,Product arrived broken.
173.0,63.47667766306569,1089.0,Customer returned cosmetics worth $63.48.,Refund took too long.
174.0,97.0655205171012,1407.0,Customer requested refund for groceries worth $97.07.,Will buy again!
175.0,13.592210306686386,1233.0,Customer requested refund for furniture worth $13.59.,Very disappointed with the product quality.
176.0,18.04295485910775,1474.0,Customer exchanged groceries worth $18.04.,Customer support was unhelpful.
177.0,57.400809663920754,1059.0,Customer exchanged electronics worth $57.40.,"Great service, fast delivery!"
178.0,91.89645670792092,1596.0,Customer exchanged clothing worth $91.90.,"Great service, fast delivery!"
179.0,67.30165835468443,1800.0,Customer purchased cosmetics worth $67.30.,Refund took too long.
180.0,79.45616782324659,1117.0,Customer requested refund for clothing worth $79.46.,Highly recommend!
181.0,74.59376570121384,1548.0,Customer returned cosmetics worth $74.59.,Refund took too long.
182.0,90.0500458660583,1084.0,Customer purchased cosmetics worth $90.05.,Excellent experience.
183.0,71.65549550773102,1591.0,Customer exchanged groceries worth $71.66.,"Great service, fast delivery!"
184.0,76.74484865313467,1107.0,Customer returned furniture worth $76.74.,Product arrived broken.
185.0,30.73140745162662,1449.0,Customer exchanged electronics worth $30.73.,Customer support was unhelpful.
186.0,13.94613717842646,1997.0,Customer purchased cosmetics worth $13.95.,Will buy again!
187.0,86.27614397676666,1825.0,Customer exchanged cosmetics worth $86.28.,Customer support was unhelpful.
188.0,39.15191297159039,1609.0,Customer purchased groceries worth $39.15.,The product does not match the description.
189.0,63.75541221221678,1439.0,Customer requested refund for electronics worth $63.76.,Highly recommend!
190.0,13.936656978315106,1122.0,Customer purchased clothing worth $13.94.,Highly recommend!
191.0,39.27911887178642,1542.0,Customer returned electronics worth $39.28.,The product does not match the description.
192.0,61.29285089639624,1024.0,Customer returned cosmetics worth $61.29.,Excellent experience.
193.0,61.5850254830433,1804.0,Customer returned electronics worth $61.59.,Customer support was unhelpful.
194.0,25.807626781009997,1394.0,Customer returned clothing worth $25.81.,Refund took too long.
195.0,60.1627950076116,1377.0,Customer requested refund for groceries worth $60.16.,Highly recommend!
196.0,73.95115480743799,1860.0,Customer purchased furniture worth $73.95.,Satisfied with the purchase.
197.0,41.600666147750765,1022.0,Customer requested refund for clothing worth $41.60.,Will buy again!
198.0,77.50218977872183,1599.0,Customer exchanged furniture worth $77.50.,Highly recommend!
199.0,60.700759795200256,1281.0,Customer exchanged cosmetics worth $60.70.,Refund took too long.
200.0,10.867087743046213,1549.0,Customer returned groceries worth $10.87.,Satisfied with the purchase.
201.0,78.69908198812801,1237.0,Customer purchased clothing worth $78.70.,Customer support was unhelpful.
202.0,13.562991257277996,1800.0,Customer purchased groceries worth $13.56.,Customer support was unhelpful.
203.0,61.40287558718099,1167.0,Customer purchased clothing worth $61.40.,Highly recommend!
204.0,68.40522340995258,1559.0,Customer requested refund for cosmetics worth $68.41.,"Great service, fast delivery!"
205.0,59.45638923887482,1764.0,Customer exchanged electronics worth $59.46.,Excellent experience.
206.0,94.570751399094,1124.0,Customer purchased cosmetics worth $94.57.,Excellent experience.
207.0,81.56433192297125,1095.0,Customer requested refund for clothing worth $81.56.,"Great service, fast delivery!"
208.0,58.42056072628485,1690.0,Customer purchased clothing worth $58.42.,Excellent experience.
209.0,48.04486290773334,1359.0,Customer requested refund for groceries worth $48.04.,Highly recommend!
210.0,27.51230202452078,1026.0,Customer requested refund for clothing worth $27.51.,Satisfied with the purchase.
211.0,67.03130270994141,1596.0,Customer exchanged electronics worth $67.03.,The product does not match the description.
212.0,78.56207411278741,1506.0,Customer returned furniture worth $78.56.,"Great service, fast delivery!"
213.0,81.95667521729543,1219.0,Customer purchased electronics worth $81.96.,Very disappointed with the product quality.
214.0,66.22278769805163,1609.0,Customer returned groceries worth $66.22.,The product does not match the description.
215.0,43.288425940630695,1788.0,Customer returned furniture worth $43.29.,Very disappointed with the product quality.
216.0,91.44727683785102,1320.0,Customer requested refund for electronics worth $91.45.,Refund took too long.
217.0,98.68616371418082,1194.0,Customer requested refund for groceries worth $98.69.,Will buy again!
218.0,84.03821814533373,1387.0,Customer returned cosmetics worth $84.04.,Refund took too long.
219.0,26.705903742573543,1381.0,Customer purchased furniture worth $26.71.,"Great service, fast delivery!"
220.0,95.66715462171436,1023.0,Customer exchanged electronics worth $95.67.,Excellent experience.
221.0,53.84797949558436,1292.0,Customer purchased groceries worth $53.85.,Very disappointed with the product quality.
222.0,67.7566473614084,1556.0,Customer requested refund for electronics worth $67.76.,The product does not match the description.
223.0,68.86554660517089,1616.0,Customer purchased furniture worth $68.87.,Highly recommend!
224.0,32.334368575520536,1646.0,Customer purchased clothing worth $32.33.,Excellent experience.
225.0,87.0159324540077,1678.0,Customer requested refund for cosmetics worth $87.02.,Will buy again!
226.0,34.528113601375296,1950.0,Customer requested refund for clothing worth $34.53.,Product arrived broken.
227.0,72.13258352324524,1995.0,Customer returned electronics worth $72.13.,Very disappointed with the product quality.
228.0,55.797695917609126,1492.0,Customer purchased cosmetics worth $55.80.,Highly recommend!
229.0,26.44706544020341,1395.0,Customer returned furniture worth $26.45.,The product does not match the description.
230.0,99.7192337077914,1903.0,Customer requested refund for electronics worth $99.72.,The product does not match the description.
231.0,39.30443808666833,1442.0,Customer requested refund for furniture worth $39.30.,Will buy again!
232.0,48.95945026618623,1169.0,Customer exchanged clothing worth $48.96.,Will buy again!
233.0,98.73461898413122,1767.0,Customer requested refund for clothing worth $98.73.,Very disappointed with the product quality.
234.0,69.33327246195044,1221.0,Customer exchanged groceries worth $69.33.,The product does not match the description.
235.0,65.34894374447977,1806.0,Customer returned clothing worth $65.35.,Will buy again!
236.0,69.82507207727988,1999.0,Customer purchased furniture worth $69.83.,The product does not match the description.
237.0,46.17260059157836,1506.0,Customer purchased cosmetics worth $46.17.,Satisfied with the purchase.
238.0,55.20400597044325,1024.0,Customer purchased cosmetics worth $55.20.,Refund took too long.
239.0,53.97929249001216,1359.0,Customer exchanged groceries worth $53.98.,Satisfied with the purchase.
240.0,45.00641711892598,1892.0,Customer purchased furniture worth $45.01.,Refund took too long.
241.0,27.18554242606038,1830.0,Customer requested refund for furniture worth $27.19.,Very disappointed with the product quality.
242.0,25.420517132167863,1515.0,Customer requested refund for clothing worth $25.42.,Satisfied with the purchase.
243.0,48.2529491789015,1479.0,Customer exchanged clothing worth $48.25.,Very disappointed with the product quality.
244.0,38.65841154384127,1398.0,Customer purchased furniture worth $38.66.,Highly recommend!
245.0,66.64627231049542,1848.0,Customer requested refund for clothing worth $66.65.,Excellent experience.
246.0,67.64191353460876,1877.0,Customer requested refund for clothing worth $67.64.,The product does not match the description.
247.0,95.63285443399356,1965.0,Customer purchased cosmetics worth $95.63.,Will buy again!
248.0,81.69004135988487,1656.0,Customer returned clothing worth $81.69.,Excellent experience.
249.0,60.724694915321855,1180.0,Customer purchased cosmetics worth $60.72.,Product arrived broken.
250.0,60.55808100557361,1244.0,Customer returned electronics worth $60.56.,Product arrived broken.
251.0,38.533109535613626,1406.0,Customer returned furniture worth $38.53.,"Great service, fast delivery!"
252.0,39.64193470676073,1546.0,Customer purchased groceries worth $39.64.,Highly recommend!
253.0,52.32859080638063,1316.0,Customer returned groceries worth $52.33.,Refund took too long.
254.0,61.157045133672426,1768.0,Customer purchased furniture worth $61.16.,Product arrived broken.
255.0,74.41673714777123,1983.0,Customer returned cosmetics worth $74.42.,"Great service, fast delivery!"
256.0,16.70607949337328,1685.0,Customer exchanged clothing worth $16.71.,Excellent experience.
257.0,23.740319049622585,1441.0,Customer requested refund for furniture worth $23.74.,Highly recommend!
258.0,72.19579593152234,1198.0,Customer exchanged electronics worth $72.20.,Highly recommend!
259.0,63.92237414443909,1990.0,Customer purchased groceries worth $63.92.,The product does not match the description.
260.0,32.121734238901404,1893.0,Customer returned electronics worth $32.12.,Satisfied with the purchase.
261.0,61.32263139109206,1558.0,Customer purchased electronics worth $61.32.,Refund took too long.
262.0,54.47433021499057,1995.0,Customer returned cosmetics worth $54.47.,Customer support was unhelpful.
263.0,27.336940402644966,1253.0,Customer returned groceries worth $27.34.,Excellent experience.
264.0,31.305825185224148,1455.0,Customer purchased groceries worth $31.31.,Excellent experience.
265.0,41.54205962794481,1017.0,Customer returned electronics worth $41.54.,Excellent experience.
266.0,32.85924468136734,1393.0,Customer requested refund for groceries worth $32.86.,Will buy again!
267.0,71.23473259275752,1866.0,Customer requested refund for furniture worth $71.23.,Refund took too long.
268.0,26.619459510326152,1433.0,Customer purchased cosmetics worth $26.62.,Highly recommend!
269.0,56.27958729651075,1229.0,Customer requested refund for cosmetics worth $56.28.,"Great service, fast delivery!"
270.0,79.5393640180564,1786.0,Customer requested refund for clothing worth $79.54.,Refund took too long.
271.0,36.75441407266821,1432.0,Customer requested refund for electronics worth $36.75.,The product does not match the description.
272.0,58.17973707615728,1944.0,Customer returned cosmetics worth $58.18.,Customer support was unhelpful.
273.0,28.303899974374268,1512.0,Customer exchanged clothing worth $28.30.,Satisfied with the purchase.
274.0,35.92410077105648,1354.0,Customer requested refund for cosmetics worth $35.92.,Customer support was unhelpful.
275.0,78.3127071416263,1873.0,Customer requested refund for furniture worth $78.31.,Excellent experience.
276.0,35.05265258366971,1405.0,Customer exchanged groceries worth $35.05.,Satisfied with the purchase.
277.0,70.79730570531635,1958.0,Customer purchased groceries worth $70.80.,"Great service, fast delivery!"
278.0,61.10932034404943,1893.0,Customer requested refund for electronics worth $61.11.,Satisfied with the purchase.
279.0,56.754616986193845,1535.0,Customer returned furniture worth $56.75.,Product arrived broken.
280.0,16.219860051456457,1351.0,Customer requested refund for cosmetics worth $16.22.,Customer support was unhelpful.
281.0,10.802412944130907,1848.0,Customer exchanged electronics worth $10.80.,"Great service, fast delivery!"
282.0,66.57002449606415,1562.0,Customer returned cosmetics worth $66.57.,"Great service, fast delivery!"
283.0,26.133992196232175,1817.0,Customer purchased furniture worth $26.13.,Product arrived broken.
284.0,17.31735492821924,1649.0,Customer exchanged groceries worth $17.32.,The product does not match the description.
285.0,75.32446317385762,1505.0,Customer requested refund for furniture worth $75.32.,The product does not match the description.
286.0,30.768477767337625,1513.0,Customer returned groceries worth $30.77.,Very disappointed with the product quality.
287.0,57.45622413714661,1604.0,Customer exchanged furniture worth $57.46.,The product does not match the description.
288.0,73.3032970491333,1972.0,Customer requested refund for electronics worth $73.30.,The product does not match the description.
289.0,96.23321419600772,1165.0,Customer requested refund for groceries worth $96.23.,Will buy again!
290.0,77.3046654263469,1597.0,Customer exchanged furniture worth $77.30.,The product does not match the description.
291.0,62.77388544748326,1462.0,Customer purchased cosmetics worth $62.77.,Customer support was unhelpful.
292.0,56.5503597491276,1712.0,Customer requested refund for furniture worth $56.55.,Highly recommend!
293.0,91.37503293179564,1100.0,Customer returned electronics worth $91.38.,Excellent experience.
294.0,35.15145130726461,1009.0,Customer returned furniture worth $35.15.,The product does not match the description.
295.0,34.5208597441328,1770.0,Customer exchanged groceries worth $34.52.,"Great service, fast delivery!"
296.0,95.32857784875084,1678.0,Customer returned groceries worth $95.33.,Will buy again!
297.0,51.40358574104649,1953.0,Customer exchanged cosmetics worth $51.40.,Will buy again!
298.0,20.66255752728149,1239.0,Customer returned clothing worth $20.66.,Very disappointed with the product quality.
299.0,53.65543294021365,1322.0,Customer exchanged furniture worth $53.66.,The product does not match the description.
300.0,46.2432624020462,1940.0,Customer exchanged clothing worth $46.24.,Satisfied with the purchase.
301.0,42.303801913906405,1994.0,Customer requested refund for furniture worth $42.30.,"Great service, fast delivery!"
302.0,98.06620816132504,1437.0,Customer returned cosmetics worth $98.07.,Product arrived broken.
303.0,61.98793644916741,1135.0,Customer exchanged cosmetics worth $61.99.,Customer support was unhelpful.
304.0,15.083582510759244,1873.0,Customer returned electronics worth $15.08.,Product arrived broken.
305.0,79.21418526693257,1233.0,Customer returned cosmetics worth $79.21.,Highly recommend!
306.0,14.325618955526988,1701.0,Customer exchanged clothing worth $14.33.,Product arrived broken.
307.0,74.04598056616143,1392.0,Customer requested refund for furniture worth $74.05.,Highly recommend!
308.0,13.775391834001596,1468.0,Customer returned electronics worth $13.78.,Highly recommend!
309.0,20.773444943242666,1759.0,Customer exchanged clothing worth $20.77.,The product does not match the description.
310.0,76.94851055777721,1305.0,Customer exchanged cosmetics worth $76.95.,Will buy again!
311.0,27.453116490888377,1060.0,Customer exchanged clothing worth $27.45.,Excellent experience.
312.0,61.47768761043001,1557.0,Customer returned cosmetics worth $61.48.,Will buy again!
